spkr	setting	vowel	mean_f1	mean_f2	V_count_spkr
00558	low	y	374.08	957.05	6
00558	low	ɘ	425.25	1525.58	28
00558	low	a	553.74	1545.33	13
00558	low	u	415.14	946.62	13
00558	low	o	503.52	1019.10	4
00558	low	ɵ	453.62	1273.81	2
00558	low	i	316.81	2034.57	3
00562	low	ɤ	432.85	1271.88	22
00562	low	ɑ	567.30	1191.01	48
00562	low	u	388.02	857.48	18
00562	low	o	432.40	951.89	7
00562	low	a	478.32	1620.64	26
00562	low	ɘ	374.73	1672.03	32
00562	low	y	330.29	1052.59	7
00562	low	ɵ	381.91	1433.22	3
00562	low	i	387.57	1932.27	2
00563	low	ɘ	454.12	1834.51	11
00563	low	a	520.62	1369.05	6
00563	low	ɤ	488.77	1149.26	6
00563	low	ɑ	556.34	1056.49	17
00563	low	o	514.42	981.55	2
00563	low	u	444.90	820.76	4
00563	low	ɵ	435.13	1325.85	4
00563	low	y	454.66	848.07	2
00564	low	ɑ	601.84	1333.38	1286
00564	low	o	460.02	1247.55	265
00564	low	ɤ	439.97	1409.59	926
00564	low	u	409.79	1032.56	528
00564	low	a	514.03	1704.77	960
00564	low	ɘ	391.29	1937.77	1552
00564	low	y	374.63	1141.81	200
00564	low	i	378.09	2298.60	146
00564	low	ɵ	385.07	1807.21	276
00566	low	ɑ	549.36	1066.89	43
00566	low	a	518.90	1579.02	25
00566	low	ɘ	362.07	1630.43	24
00566	low	ɤ	448.55	1190.15	20
00566	low	u	387.36	816.93	8
00566	low	ɵ	396.52	1494.53	5
00566	low	o	403.14	950.69	8
00566	low	i	336.51	2052.25	3
00566	low	y	397.90	1071.81	4
00567	low	ɑ	612.14	1239.87	21
00567	low	ɤ	522.05	1317.74	9
00567	low	i	279.25	2217.57	1
00567	low	ɘ	419.62	1795.22	6
00567	low	u	432.26	883.07	6
00567	low	a	549.02	1776.81	13
00567	low	ɵ	409.71	1940.10	3
00567	low	y	417.51	945.43	1
00569	low	ɑ	579.51	1253.25	31
00569	low	ɤ	467.38	1279.23	22
00569	low	u	428.87	985.96	12
00569	low	i	416.38	2014.81	3
00569	low	ɘ	431.02	1678.71	16
00569	low	a	467.38	1512.49	13
00569	low	ɵ	456.12	1551.74	2
00569	low	y	421.45	1143.04	3
00569	low	o	520.42	1096.40	1
00573	low	ɑ	681.06	1421.48	6
00573	low	o	435.46	1149.78	4
00573	low	u	334.42	823.25	4
00573	low	ɤ	494.66	1317.16	9
00573	low	ɘ	440.01	1891.51	12
00573	low	i	344.95	2185.43	1
00573	low	a	618.17	1817.34	3
00573	low	y	435.23	1120.19	1
00577	low	ɵ	390.06	1595.11	6
00577	low	a	495.41	1790.92	19
00577	low	ɑ	633.00	1307.31	18
00577	low	ɤ	449.62	1238.52	10
00577	low	u	380.61	816.85	8
00577	low	ɘ	463.41	1747.57	22
00577	low	y	313.60	837.94	2
00577	low	i	441.50	2147.94	3
00579	low	ɵ	386.17	1650.18	26
00579	low	a	575.71	1637.02	112
00579	low	ɘ	438.70	1849.98	132
00579	low	y	376.86	940.55	29
00579	low	u	429.81	899.08	27
00579	low	ɤ	507.41	1314.88	68
00579	low	i	320.90	2307.63	9
00579	low	ɑ	647.80	1187.89	130
00579	low	o	486.41	1063.68	18
00580	low	ɘ	461.73	1667.59	15
00580	low	a	600.82	1450.21	8
00580	low	ɑ	582.25	1146.90	22
00580	low	ɤ	517.05	1201.67	13
00580	low	o	500.92	1009.95	6
00580	low	i	391.49	2066.58	2
00580	low	u	433.66	873.40	6
00580	low	y	316.48	759.95	1
00580	low	ɵ	359.65	1227.72	1
00581	low	a	558.72	1582.29	857
00581	low	ɘ	451.69	1741.69	1147
00581	low	ɑ	612.66	1188.17	1490
00581	low	ɵ	430.46	1583.74	219
00581	low	u	444.66	926.02	383
00581	low	ɤ	504.48	1211.39	804
00581	low	i	389.08	2138.64	112
00581	low	y	413.71	1076.18	163
00581	low	o	492.35	1122.07	228
00583	low	ɑ	641.61	1251.40	414
00583	low	a	581.21	1575.07	245
00583	low	ɘ	478.45	1700.25	320
00583	low	ɤ	551.09	1259.28	240
00583	low	u	474.94	921.84	125
00583	low	ɵ	463.28	1461.15	70
00583	low	i	409.08	1900.84	25
00583	low	o	546.98	1106.79	65
00583	low	y	440.66	1030.97	48
00584	low	o	403.78	1299.50	1
00584	low	ɘ	365.95	2209.34	2
00584	low	u	379.65	1210.01	2
00584	low	ɑ	582.39	1235.70	5
00584	low	ɤ	483.20	1176.62	2
00593	low	o	410.24	913.69	1
00593	low	ɑ	535.23	1119.46	2
00593	low	ɤ	412.44	1269.65	1
00593	low	ɘ	301.41	2045.58	1
00594	low	ɘ	402.21	1756.37	48
00594	low	a	482.15	1650.81	32
00594	low	u	403.86	933.68	7
00594	low	ɤ	455.80	1354.15	26
00594	low	y	415.49	1047.59	5
00594	low	ɵ	423.34	1628.63	6
00594	low	ɑ	533.13	1285.78	28
00594	low	o	452.57	975.20	7
00594	low	i	345.00	1748.04	5
00597	low	a	427.31	1535.13	30
00597	low	ɑ	546.99	1192.94	60
00597	low	ɤ	425.42	1198.54	24
00597	low	y	334.61	903.09	7
00597	low	ɘ	338.65	1607.23	69
00597	low	i	328.20	1801.16	6
00597	low	u	371.20	823.88	12
00597	low	o	445.26	1155.57	3
00597	low	ɵ	342.72	1200.44	8
00602	low	i	369.29	2144.42	42
00602	low	a	562.78	1620.05	374
00602	low	ɑ	607.16	1259.54	658
00602	low	y	391.09	966.99	71
00602	low	ɘ	435.77	1713.40	494
00602	low	u	407.32	866.54	186
00602	low	ɤ	483.13	1292.98	357
00602	low	o	470.72	1104.34	96
00602	low	ɵ	394.65	1504.16	98
00604	low	a	572.46	1630.65	5538
00604	low	ɘ	452.56	1804.69	8461
00604	low	o	524.69	1118.67	1515
00604	low	ɑ	629.66	1228.61	9031
00604	low	ɤ	529.67	1272.48	5311
00604	low	y	416.99	1012.07	1055
00604	low	i	404.01	2028.93	825
00604	low	ɵ	438.72	1554.58	1306
00604	low	u	457.95	921.47	2386
00608	low	ɘ	346.89	1858.91	4
00608	low	a	527.89	2109.45	1
00613	low	ɑ	586.94	1206.73	4660
00613	low	u	398.70	882.00	1312
00613	low	ɤ	483.85	1322.84	2753
00613	low	ɘ	419.64	1821.24	3990
00613	low	a	513.13	1682.75	3025
00613	low	ɵ	393.03	1631.50	728
00613	low	y	367.38	1002.56	561
00613	low	o	468.13	1137.96	754
00613	low	i	340.34	2151.31	380
00616	low	ɘ	418.06	1700.90	22
00616	low	a	568.17	1635.86	16
00616	low	y	401.18	1147.52	3
00616	low	o	458.92	1301.01	3
00616	low	ɤ	573.37	1346.73	13
00616	low	ɵ	382.02	1720.52	2
00616	low	u	493.21	969.47	6
00616	low	ɑ	621.84	1308.88	15
00621	low	ɑ	634.61	1291.24	113
00621	low	ɤ	509.57	1292.66	76
00621	low	a	565.73	1835.38	53
00621	low	ɘ	454.41	1942.44	83
00621	low	o	530.49	1100.22	15
00621	low	y	427.63	1087.27	13
00621	low	i	422.65	2326.62	4
00621	low	ɵ	436.37	1738.55	27
00621	low	u	454.10	855.63	38
00639	low	ɑ	638.63	1227.07	162
00639	low	u	467.91	938.26	46
00639	low	ɤ	524.87	1241.00	114
00639	low	a	556.50	1582.22	118
00639	low	ɘ	435.32	1707.02	128
00639	low	o	496.71	1078.25	21
00639	low	ɵ	419.91	1407.93	22
00639	low	i	400.43	1980.73	12
00639	low	y	434.38	1004.04	16
00640	low	i	332.42	1964.78	36
00640	low	a	540.73	1511.61	233
00640	low	y	378.14	970.56	47
00640	low	ɘ	414.38	1638.72	315
00640	low	ɵ	397.76	1503.62	65
00640	low	o	485.42	1126.15	64
00640	low	ɑ	598.72	1159.23	370
00640	low	ɤ	495.99	1195.83	211
00640	low	u	410.27	872.10	89
00643	low	a	512.90	1567.80	66
00643	low	ɘ	376.00	1707.38	97
00643	low	ɵ	359.07	1497.36	20
00643	low	ɑ	582.41	1167.06	64
00643	low	u	378.06	815.91	27
00643	low	y	343.45	864.92	17
00643	low	ɤ	439.27	1154.31	46
00643	low	i	318.82	1839.34	13
00643	low	o	477.27	1055.31	8
00646	low	ɑ	558.70	1154.74	16
00646	low	o	458.11	1544.22	1
00646	low	ɤ	431.55	1292.50	12
00646	low	ɘ	398.23	1593.48	14
00646	low	ɵ	424.18	1508.15	1
00646	low	a	499.37	1484.41	9
00646	low	y	347.09	933.55	1
00646	low	i	353.92	2751.56	1
00646	low	u	437.10	1040.93	6
00656	low	ɘ	487.24	1779.31	15
00656	low	a	598.53	1591.42	10
00656	low	ɑ	634.26	1210.90	25
00656	low	ɤ	530.24	1245.56	22
00656	low	u	422.97	791.26	6
00656	low	o	543.10	1225.00	2
00656	low	y	353.27	907.54	1
00656	low	i	341.25	2192.13	1
00657	low	a	578.87	1538.24	551
00657	low	y	377.69	889.37	116
00657	low	u	413.36	805.38	264
00657	low	ɑ	626.51	1238.83	925
00657	low	ɤ	492.04	1260.50	518
00657	low	ɘ	425.84	1699.83	703
00657	low	o	509.01	1056.84	170
00657	low	ɵ	407.78	1517.40	127
00657	low	i	334.77	2019.66	64
00663	low	u	394.26	832.09	3380
00663	low	ɑ	596.19	1158.53	12005
00663	low	ɤ	487.85	1184.80	6805
00663	low	y	346.53	907.77	1474
00663	low	ɘ	392.95	1877.70	9983
00663	low	o	481.24	1073.90	1658
00663	low	a	533.36	1660.27	7459
00663	low	ɵ	376.17	1663.69	1779
00663	low	i	324.91	2234.89	984
00666	low	y	356.65	908.60	15
00666	low	a	571.02	1614.01	57
00666	low	ɘ	431.43	1815.47	91
00666	low	u	419.72	878.54	30
00666	low	ɑ	613.70	1199.05	121
00666	low	i	384.73	2208.44	11
00666	low	ɤ	453.04	1252.95	68
00666	low	ɵ	406.19	1683.68	26
00666	low	o	494.43	1179.66	21
00671	low	ɑ	564.99	1188.35	55
00671	low	o	458.43	1190.23	18
00671	low	ɤ	429.56	1253.16	29
00671	low	ɘ	406.75	1835.07	60
00671	low	y	341.46	1091.48	7
00671	low	ɵ	356.97	1721.65	9
00671	low	a	555.58	1760.81	33
00671	low	i	344.61	2113.49	4
00671	low	u	401.82	974.53	11
00672	low	ɘ	429.63	1688.58	11
00672	low	i	415.28	1742.44	3
00672	low	u	405.19	930.48	3
00672	low	ɤ	530.37	1372.00	9
00672	low	a	549.07	1569.06	5
00672	low	ɑ	626.24	1357.63	7
00672	low	o	503.53	1268.40	2
00672	low	ɵ	464.70	1889.45	2
00676	low	a	520.21	1672.50	1366
00676	low	ɘ	455.44	1752.14	2375
00676	low	u	456.39	924.46	809
00676	low	ɤ	499.31	1155.78	1680
00676	low	ɑ	585.13	1112.46	2839
00676	low	y	415.83	1042.09	371
00676	low	o	497.81	1110.22	540
00676	low	ɵ	434.32	1625.51	449
00676	low	i	414.32	2078.53	226
00678	low	ɤ	498.40	1169.68	21
00678	low	ɑ	617.78	1179.00	32
00678	low	u	458.59	1007.00	7
00678	low	ɘ	448.34	1645.19	20
00678	low	a	523.72	1570.94	16
00678	low	i	302.00	1998.98	2
00678	low	o	461.96	1223.52	6
00678	low	y	405.48	986.83	5
00678	low	ɵ	427.60	1585.32	11
00679	low	u	415.09	934.60	9
00679	low	ɑ	594.37	1148.86	49
00679	low	ɤ	458.85	1165.41	21
00679	low	o	481.24	1036.25	12
00679	low	ɘ	402.25	1586.61	42
00679	low	a	530.99	1407.45	25
00679	low	ɵ	384.89	1517.77	12
00679	low	y	324.50	1019.08	2
00679	low	i	345.39	1787.73	5
00682	low	y	401.09	901.42	222
00682	low	ɘ	461.29	1642.86	1627
00682	low	a	585.56	1467.75	1139
00682	low	ɤ	542.23	1208.06	1052
00682	low	ɑ	650.14	1181.67	1837
00682	low	i	404.97	2071.06	182
00682	low	u	452.54	883.01	485
00682	low	o	515.13	1105.50	306
00682	low	ɵ	419.67	1360.26	274
00687	low	ɵ	353.44	1606.81	3
00687	low	a	629.35	1730.78	22
00687	low	ɘ	458.14	1865.38	23
00687	low	u	402.44	958.66	3
00687	low	ɑ	663.56	1242.84	28
00687	low	i	357.97	2040.27	5
00687	low	y	344.91	1145.58	2
00687	low	ɤ	555.86	1268.09	15
00687	low	o	530.63	1483.85	1
00688	low	ɘ	395.55	1707.90	21
00688	low	i	284.52	1996.03	2
00688	low	a	477.46	1479.21	10
00688	low	y	362.90	905.44	2
00688	low	ɵ	384.07	1603.57	2
00688	low	ɑ	529.38	1150.92	4
00688	low	ɤ	398.42	1565.86	2
00688	low	u	402.68	1010.48	1
00689	low	u	460.94	911.86	10
00689	low	ɑ	610.54	1156.44	31
00689	low	ɤ	542.76	1243.86	25
00689	low	ɘ	464.59	1567.55	25
00689	low	a	576.71	1427.33	17
00689	low	y	381.85	731.19	2
00689	low	o	533.94	1161.82	5
00689	low	ɵ	447.36	1260.88	3
00689	low	i	359.31	2352.80	3
00690	low	ɑ	693.87	1213.29	13
00690	low	u	478.38	850.23	4
00690	low	a	557.45	1731.04	10
00690	low	ɘ	430.74	1960.25	15
00690	low	o	550.89	980.31	2
00690	low	y	372.43	1039.62	3
00690	low	i	341.95	2022.32	1
00690	low	ɵ	429.90	1328.14	3
00690	low	ɤ	508.24	1247.40	3
00691	low	ɤ	501.89	1283.78	6
00691	low	ɑ	669.18	1322.50	13
00691	low	a	592.52	1761.55	8
00691	low	ɘ	450.61	1921.90	8
00691	low	i	398.86	2346.15	1
00691	low	u	426.08	1006.44	6
00691	low	o	428.94	1118.59	5
00691	low	ɵ	362.11	1860.35	2
00696	low	ɑ	584.40	1169.63	8820
00696	low	ɤ	498.53	1209.93	5027
00696	low	ɘ	451.43	1736.77	6741
00696	low	o	493.65	1142.42	1295
00696	low	a	507.58	1658.40	5035
00696	low	y	419.93	1064.10	989
00696	low	u	458.79	959.50	2375
00696	low	i	416.24	2027.70	576
00696	low	ɵ	436.09	1593.73	1182
00699	low	ɑ	663.46	1197.74	1973
00699	low	o	560.34	1172.59	320
00699	low	u	472.10	918.38	409
00699	low	ɘ	500.20	1697.10	1779
00699	low	ɵ	472.89	1566.85	271
00699	low	a	603.20	1584.98	1313
00699	low	y	428.06	1267.33	174
00699	low	ɤ	562.50	1247.42	1116
00699	low	i	444.79	1880.32	195
00703	low	u	442.70	1042.12	5
00703	low	ɑ	578.73	1231.66	8
00703	low	ɤ	498.45	1259.59	10
00703	low	ɘ	431.58	1702.80	4
00703	low	a	560.76	1549.10	3
00703	low	i	311.49	2259.11	1
00703	low	ɵ	441.51	1429.02	2
00712	low	u	391.60	994.28	33
00712	low	ɑ	624.27	1400.33	106
00712	low	ɘ	381.85	1957.03	130
00712	low	a	490.22	1688.68	73
00712	low	y	389.14	1142.67	24
00712	low	ɤ	411.72	1425.80	69
00712	low	i	375.27	2207.56	14
00712	low	ɵ	380.30	1759.21	28
00712	low	o	509.97	1246.57	20
00713	low	ɑ	640.70	1173.40	38
00713	low	u	423.69	805.12	11
00713	low	ɵ	323.96	1757.55	1
00713	low	ɤ	514.87	1234.43	16
00713	low	ɘ	406.79	1740.86	19
00713	low	i	405.25	1927.70	1
00713	low	y	430.58	986.26	2
00713	low	a	538.79	1748.34	7
00713	low	o	525.69	1225.28	2
00714	low	ɑ	623.49	1161.94	31
00714	low	ɵ	413.57	1685.12	2
00714	low	ɤ	516.28	1238.70	12
00714	low	ɘ	382.84	1797.50	11
00714	low	a	502.63	1644.83	13
00714	low	y	406.96	1075.58	1
00714	low	o	473.18	1147.20	4
00714	low	u	429.84	790.38	4
00714	low	i	364.11	2218.42	1
00715	low	i	350.29	2098.31	8
00715	low	a	539.04	1533.65	55
00715	low	ɑ	585.17	1101.38	46
00715	low	ɘ	437.86	1746.16	67
00715	low	u	463.94	779.76	19
00715	low	y	403.52	978.44	10
00715	low	ɤ	506.18	1163.24	33
00715	low	ɵ	429.89	1533.47	20
00715	low	o	502.59	1119.73	8
00717	low	ɑ	678.15	1273.22	631
00717	low	ɤ	535.32	1283.58	363
00717	low	i	402.38	2006.10	56
00717	low	ɘ	458.96	1712.15	529
00717	low	a	586.45	1628.10	391
00717	low	o	521.65	1204.17	109
00717	low	y	409.61	1043.76	80
00717	low	ɵ	414.94	1591.90	114
00717	low	u	459.47	980.71	178
00721	low	ɑ	613.52	1248.78	548
00721	low	y	410.97	1102.79	56
00721	low	ɘ	441.74	1883.09	375
00721	low	a	552.21	1718.88	322
00721	low	ɤ	500.80	1358.67	341
00721	low	u	437.28	904.69	156
00721	low	ɵ	429.46	1724.59	93
00721	low	o	484.56	1213.19	76
00721	low	i	406.06	2136.93	29
00734	low	ɑ	696.64	1273.24	16
00734	low	ɤ	609.36	1323.05	6
00734	low	o	620.38	1320.96	3
00734	low	u	479.20	931.51	3
00734	low	ɘ	428.67	1668.04	7
00734	low	a	639.44	1528.76	2
00734	low	i	334.88	1980.27	1
00734	low	ɵ	437.00	1494.67	2
00735	low	ɤ	511.74	1378.96	182
00735	low	ɑ	687.19	1233.47	287
00735	low	u	414.93	877.72	109
00735	low	ɵ	426.53	1756.10	47
00735	low	a	576.10	1744.45	154
00735	low	o	467.52	1068.91	53
00735	low	ɘ	441.42	1929.87	239
00735	low	y	401.53	944.08	44
00735	low	i	347.46	2412.66	22
00736	low	a	552.17	1550.08	1292
00736	low	ɘ	451.28	1700.98	1631
00736	low	o	520.59	1099.88	300
00736	low	ɑ	624.12	1191.84	2118
00736	low	y	412.52	1019.82	245
00736	low	ɵ	420.40	1517.59	345
00736	low	ɤ	523.70	1264.18	1213
00736	low	u	456.98	925.89	524
00736	low	i	396.05	1986.17	172
00737	low	ɘ	400.18	1636.65	1760
00737	low	a	497.14	1507.55	1459
00737	low	u	403.77	892.67	598
00737	low	ɑ	544.73	1193.66	2194
00737	low	o	459.36	1108.03	337
00737	low	ɤ	461.34	1255.17	1227
00737	low	ɵ	381.59	1482.01	288
00737	low	y	366.04	977.57	270
00737	low	i	334.79	1937.06	175
00740	low	ɤ	540.23	1126.52	4
00740	low	ɑ	595.16	1124.76	17
00740	low	y	392.35	1322.72	3
00740	low	a	523.52	1665.73	15
00740	low	o	534.77	1115.76	3
00740	low	ɘ	428.09	1748.76	13
00740	low	u	477.58	1002.65	5
00740	low	ɵ	404.54	1628.87	2
00741	low	ɘ	415.46	1569.94	21
00741	low	ɑ	692.72	1430.68	7
00741	low	a	566.52	1643.58	10
00741	low	u	455.77	1058.18	3
00741	low	o	505.39	1160.54	2
00741	low	y	439.59	954.08	3
00741	low	ɤ	566.33	1319.90	6
00741	low	ɵ	430.95	1836.59	1
00743	low	ɘ	430.48	1950.39	80
00743	low	ɑ	657.55	1216.38	92
00743	low	ɤ	478.42	1332.66	53
00743	low	u	412.47	853.36	32
00743	low	o	466.99	1224.60	18
00743	low	a	604.78	1695.04	52
00743	low	i	368.05	2385.91	17
00743	low	ɵ	394.63	1652.26	11
00743	low	y	403.15	990.40	13
00744	low	o	481.11	1126.08	4
00744	low	ɑ	597.08	1271.81	71
00744	low	ɵ	410.58	1589.17	10
00744	low	u	444.30	945.03	22
00744	low	ɤ	484.07	1333.33	47
00744	low	a	521.76	1665.43	36
00744	low	ɘ	410.03	1794.45	49
00744	low	y	391.85	899.82	5
00744	low	i	343.27	2104.40	2
00746	low	ɑ	530.19	1062.89	15
00746	low	ɘ	384.33	1748.32	13
00746	low	i	343.22	1980.33	2
00746	low	ɤ	450.85	1063.66	14
00746	low	o	403.50	1146.43	5
00746	low	u	421.82	852.30	6
00746	low	a	504.95	1529.86	9
00747	low	ɤ	474.95	1213.45	125
00747	low	ɑ	546.05	1143.70	207
00747	low	u	413.90	913.96	50
00747	low	y	382.32	984.89	24
00747	low	ɘ	455.22	1678.16	172
00747	low	i	388.91	1841.53	18
00747	low	ɵ	408.03	1487.60	21
00747	low	a	536.97	1535.02	125
00747	low	o	464.27	1113.78	20
00748	low	ɘ	448.48	1762.61	255
00748	low	a	571.54	1622.99	201
00748	low	u	429.63	891.58	83
00748	low	y	390.95	1003.27	39
00748	low	ɑ	626.69	1244.08	302
00748	low	ɤ	516.86	1304.66	180
00748	low	i	340.08	2138.55	30
00748	low	ɵ	427.39	1544.71	49
00748	low	o	513.33	1099.27	40
00749	low	o	524.51	1177.02	82
00749	low	u	472.22	988.06	101
00749	low	ɤ	529.01	1276.30	236
00749	low	ɑ	605.33	1258.88	450
00749	low	i	367.15	2168.94	36
00749	low	ɘ	461.45	1787.58	334
00749	low	a	567.68	1614.99	227
00749	low	y	425.10	1009.26	47
00749	low	ɵ	445.13	1581.94	78
00751	low	o	494.18	1210.86	24
00751	low	u	469.37	1071.37	51
00751	low	ɑ	625.73	1207.10	159
00751	low	ɤ	484.89	1212.62	105
00751	low	ɘ	436.42	1469.47	109
00751	low	a	564.02	1303.64	89
00751	low	ɵ	450.88	1407.34	35
00751	low	i	396.40	1777.28	10
00751	low	y	394.26	1117.04	18
00766	low	ɤ	425.16	1385.65	2
00766	low	u	324.28	862.46	1
00766	low	ɘ	381.93	1822.81	6
00766	low	a	484.77	1750.01	5
00766	low	y	356.58	1033.14	1
00766	low	ɑ	692.07	1200.83	3
00766	low	o	392.47	1380.36	1
00771	low	ɑ	597.52	1350.84	74
00771	low	o	496.46	1179.85	15
00771	low	ɘ	387.20	1894.63	64
00771	low	ɤ	465.43	1410.97	37
00771	low	a	526.43	1685.48	44
00771	low	ɵ	372.44	1641.96	18
00771	low	u	399.54	884.69	10
00771	low	y	354.07	998.12	12
00771	low	i	279.48	2289.02	1
00774	low	ɘ	432.32	1869.56	1830
00774	low	ɑ	651.28	1255.59	1871
00774	low	u	420.62	943.50	690
00774	low	ɤ	491.06	1279.45	1267
00774	low	y	386.72	1011.04	302
00774	low	ɵ	416.83	1726.99	397
00774	low	a	575.22	1720.38	1147
00774	low	i	394.69	2356.73	184
00774	low	o	496.71	1204.41	328
00778	low	ɑ	624.61	1222.76	8495
00778	low	a	548.66	1638.94	4603
00778	low	ɘ	448.58	1779.19	6358
00778	low	ɵ	422.02	1518.46	1026
00778	low	ɤ	493.60	1287.57	4275
00778	low	i	378.26	2025.93	555
00778	low	u	419.26	912.39	1924
00778	low	o	502.16	1090.23	1167
00778	low	y	387.35	1138.41	712
00783	low	ɘ	385.68	1877.13	13
00783	low	ɑ	522.73	1158.46	13
00783	low	u	402.15	915.44	4
00783	low	ɤ	377.29	1134.65	5
00783	low	a	543.64	1496.72	8
00783	low	o	487.30	972.21	2
00783	low	i	368.72	1649.28	1
00784	low	ɑ	590.71	1189.65	69
00784	low	ɤ	452.65	1350.19	43
00784	low	ɘ	426.53	1753.81	88
00784	low	o	500.06	1343.48	11
00784	low	ɵ	429.91	1646.21	17
00784	low	a	538.88	1684.13	50
00784	low	y	411.38	1099.16	17
00784	low	u	440.64	994.21	19
00784	low	i	444.80	1773.27	3
00786	low	ɘ	450.09	1704.12	36
00786	low	y	426.49	1063.99	4
00786	low	ɑ	648.19	1195.71	51
00786	low	ɤ	536.09	1263.86	28
00786	low	u	438.52	882.20	12
00786	low	a	603.15	1571.06	15
00786	low	o	558.79	1008.08	6
00786	low	i	363.30	1954.14	4
00786	low	ɵ	433.09	1524.88	4
00787	low	a	578.67	1766.87	72
00787	low	ɘ	446.67	1912.07	107
00787	low	ɑ	618.32	1270.93	111
00787	low	o	510.67	1117.19	13
00787	low	u	459.04	883.20	39
00787	low	ɤ	520.12	1306.86	87
00787	low	ɵ	418.81	1566.17	14
00787	low	y	397.16	1008.90	15
00787	low	i	365.44	2165.81	9
00788	low	ɘ	420.72	1912.10	15
00788	low	a	566.08	1965.77	3
00788	low	u	440.14	1041.69	8
00788	low	ɤ	490.36	1537.50	17
00788	low	o	478.06	1369.65	2
00788	low	ɑ	662.05	1335.10	20
00788	low	ɵ	378.82	1590.45	2
00788	low	y	391.50	773.69	1
00790	low	ɑ	592.12	1274.14	3124
00790	low	ɤ	483.64	1244.22	1835
00790	low	y	392.47	1114.79	372
00790	low	a	524.87	1629.87	2011
00790	low	ɘ	439.11	1759.62	2650
00790	low	u	427.47	949.95	834
00790	low	i	394.43	2136.07	216
00790	low	o	474.43	1140.39	510
00790	low	ɵ	413.05	1513.77	478
00797	low	ɑ	659.65	1261.77	2143
00797	low	ɘ	446.29	1812.61	1732
00797	low	a	580.73	1642.60	1274
00797	low	u	420.99	905.92	670
00797	low	o	490.33	1097.37	309
00797	low	ɤ	508.71	1313.18	1308
00797	low	y	379.27	993.02	294
00797	low	ɵ	419.11	1569.51	365
00797	low	i	371.25	2170.03	172
00798	low	u	389.14	873.71	25
00798	low	ɑ	647.08	1299.67	51
00798	low	a	561.80	1690.27	43
00798	low	ɘ	384.80	1820.02	84
00798	low	ɤ	474.50	1251.23	37
00798	low	o	508.09	1222.70	10
00798	low	ɵ	369.31	1737.86	14
00798	low	y	352.28	948.29	5
00798	low	i	352.90	2070.57	7
00800	low	u	422.22	844.93	645
00800	low	ɑ	597.30	1215.78	2563
00800	low	ɘ	426.72	1695.16	1853
00800	low	ɤ	505.30	1239.75	1433
00800	low	a	542.60	1555.76	1457
00800	low	i	350.74	1962.75	191
00800	low	y	392.51	973.94	264
00800	low	ɵ	418.50	1550.40	407
00800	low	o	503.76	1095.09	365
00806	low	ɑ	694.93	1128.98	206
00806	low	ɤ	567.24	1180.79	61
00806	low	u	466.53	904.80	37
00806	low	ɘ	476.53	1844.30	167
00806	low	o	580.01	1139.61	16
00806	low	a	616.08	1747.61	94
00806	low	y	406.11	979.18	21
00806	low	i	335.00	2084.95	11
00806	low	ɵ	443.44	1712.60	26
00807	low	i	306.51	2062.35	20
00807	low	ɑ	499.90	1159.18	205
00807	low	ɤ	401.13	1239.47	129
00807	low	o	389.28	1043.83	42
00807	low	u	352.55	876.97	57
00807	low	y	327.31	1001.53	20
00807	low	a	437.21	1552.32	105
00807	low	ɘ	352.27	1762.32	142
00807	low	ɵ	343.39	1644.70	33
00809	low	ɤ	451.80	1183.31	955
00809	low	y	404.26	884.92	212
00809	low	ɘ	432.24	1698.14	1350
00809	low	a	512.06	1418.59	813
00809	low	ɑ	534.37	1100.42	1796
00809	low	u	427.13	876.48	507
00809	low	o	467.76	1080.50	275
00809	low	ɵ	432.70	1586.37	235
00809	low	i	390.42	2075.18	107
00810	low	u	453.06	1013.05	21
00810	low	ɑ	552.42	1222.13	41
00810	low	ɘ	451.18	1611.56	33
00810	low	y	441.50	918.30	3
00810	low	ɤ	476.48	1216.16	29
00810	low	a	516.73	1486.76	23
00810	low	ɵ	424.58	1448.62	5
00810	low	i	392.57	1857.39	2
00810	low	o	489.09	1308.21	6
00812	low	ɘ	463.07	1649.98	10
00812	low	i	335.57	2182.53	2
00812	low	a	540.95	1664.27	17
00812	low	y	417.37	1253.10	3
00812	low	ɤ	500.47	1352.35	12
00812	low	u	447.17	975.35	5
00812	low	ɑ	592.38	1187.21	22
00812	low	o	486.65	1360.72	4
00812	low	ɵ	420.99	1965.19	5
00813	low	ɘ	427.63	1499.01	513
00813	low	ɤ	472.46	1109.16	502
00813	low	o	474.10	1030.14	137
00813	low	ɑ	598.91	1127.09	873
00813	low	u	438.47	922.31	234
00813	low	ɵ	420.22	1361.05	87
00813	low	y	403.61	932.65	108
00813	low	a	549.96	1344.23	444
00813	low	i	403.49	1910.56	37
00816	low	y	319.59	702.11	2
00816	low	ɘ	370.11	1790.95	13
00816	low	ɑ	521.65	1213.43	31
00816	low	ɤ	421.51	1405.10	17
00816	low	ɵ	367.19	1763.88	6
00816	low	a	479.86	1589.63	6
00816	low	o	431.37	1049.51	5
00816	low	u	417.48	1043.67	5
00819	low	a	558.37	1553.85	94
00819	low	ɘ	433.23	1804.19	99
00819	low	u	420.27	943.26	40
00819	low	ɑ	617.09	1226.61	138
00819	low	ɤ	474.33	1244.07	93
00819	low	o	454.31	1188.93	15
00819	low	y	380.21	1071.64	14
